"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Navigate from signup to login using the visible auth link.","3551","test_signup_to_login_navigation[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify the language selector opens and exposes English.","3101","test_login_language_dropdown_is_interactive[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the login branding and feature images are loaded.","2278","test_login_images_are_visible[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","4653","test_negative_login_scenarios[webkit-Invalid email format]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","1864","test_signup_rejects_invalid_email_formats[chromium-Missing local part]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","3206","test_negative_login_scenarios[firefox-Alphabetic identifier]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Navigate from login to signup using the visible auth link.","3864","test_login_to_signup_navigation[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","5593","test_signup_rejects_invalid_email_formats[webkit-Missing top-level domain]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify weak password formats are rejected by the password step.","0","test_signup_rejects_invalid_password_formats[chromium-Short password without uppercase letter]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify the main login-page text elements are displayed.","1935","test_login_text_elements_are_visible[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify configured login buttons are visible, enabled, and labeled.","2468","test_login_buttons_are_visible_and_enabled[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the language selector opens and exposes English.","2365","test_login_language_dropdown_is_interactive[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify weak password formats are rejected by the password step.","1","test_signup_rejects_invalid_password_formats[webkit-Short password without uppercase letter]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","3094","test_negative_login_scenarios[chromium-Alphabetic identifier]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","2048","test_signup_rejects_invalid_email_formats[chromium-Missing top-level domain]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","4406","test_negative_login_scenarios[webkit-Wrong password]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify Edit returns to the identifier screen with the email preserved.","3194","test_login_edit_button_returns_to_identifier_step[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","3680","test_negative_login_scenarios[firefox-Wrong password]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Fill signup data and accept terms without creating an account.","2779","test_signup_elements_are_visible_and_interactive[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify configured login buttons are visible, enabled, and labeled.","1871","test_login_buttons_are_visible_and_enabled[webkit]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","1970","test_negative_login_scenarios[webkit-Numeric identifier]","tests","2026-09-24","failed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","2891","test_negative_login_scenarios[firefox-Invalid email format]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","5951","test_signup_rejects_invalid_email_formats[firefox-Missing at sign]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Navigate from login to signup using the visible auth link.","3102","test_login_to_signup_navigation[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify weak password formats are rejected by the password step.","0","test_signup_rejects_invalid_password_formats[firefox-Short password without uppercase letter]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Navigate from signup to login using the visible auth link.","2614","test_signup_to_login_navigation[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify the password eye control toggles between hidden and visible text.","32261","test_login_eye_icon_toggles_password_visibility[webkit]","tests","2026-09-24","broken","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify weak password formats are rejected by the password step.","2","test_signup_rejects_invalid_password_formats[chromium-Short password without special character]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","2464","test_negative_login_scenarios[chromium-Wrong password]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the login page loads with its essential controls and text.","4757","test_login_page_is_ready[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Verify the login page loads with its essential controls and text.","3363","test_login_page_is_ready[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Fill signup data and accept terms without creating an account.","1803","test_signup_elements_are_visible_and_interactive[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","2547","test_negative_login_scenarios[chromium-Empty email]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify weak password formats are rejected by the password step.","0","test_signup_rejects_invalid_password_formats[chromium-Password below minimum length]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify login inputs and social login controls are available.","4603","test_login_elements_are_visible[webkit]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","4833","test_signup_rejects_invalid_email_formats[webkit-Missing domain]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify malformed email addresses are rejected on the signup screen.","2710","test_signup_rejects_invalid_email_formats[firefox-Missing top-level domain]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify malformed email addresses are rejected on the signup screen.","3572","test_signup_rejects_invalid_email_formats[webkit-Missing at sign]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify malformed email addresses are rejected on the signup screen.","2311","test_signup_rejects_invalid_email_formats[firefox-Missing domain]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","2505","test_negative_login_scenarios[chromium-Invalid email format]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify weak password formats are rejected by the password step.","0","test_signup_rejects_invalid_password_formats[firefox-Short password without special character]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify validation and authentication errors for invalid login data.","3451","test_negative_login_scenarios[firefox-Empty email]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","3198","test_negative_login_scenarios[firefox-Numeric identifier]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","3665","test_negative_login_scenarios[webkit-Empty email]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify weak password formats are rejected by the password step.","0","test_signup_rejects_invalid_password_formats[firefox-Password below minimum length]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify Edit returns to the identifier screen with the email preserved.","32191","test_login_edit_button_returns_to_identifier_step[webkit]","tests","2026-09-24","broken","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","4235","test_signup_rejects_invalid_email_formats[webkit-Missing local part]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify malformed email addresses are rejected on the signup screen.","2480","test_signup_rejects_invalid_email_formats[firefox-Missing local part]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Fill signup data and accept terms without creating an account.","3432","test_signup_elements_are_visible_and_interactive[webkit]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify the login branding and feature images are loaded.","1832","test_login_images_are_visible[webkit]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the login branding and feature images are loaded.","2451","test_login_images_are_visible[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the login page displays the configured validation message.","2825","test_login_rejects_negative_identifier[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Verify validation and authentication errors for invalid login data.","2362","test_negative_login_scenarios[chromium-Special character identifier]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","2912","test_negative_login_scenarios[firefox-Special character identifier]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify a provisioned account can complete the login flow.","0","test_successful_login[firefox]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Verify a provisioned account can complete the login flow.","2","test_successful_login[chromium]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Verify login inputs and social login controls are available.","2563","test_login_elements_are_visible[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify malformed email addresses are rejected on the signup screen.","2451","test_signup_rejects_invalid_email_formats[chromium-Missing domain]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify the main login-page text elements are displayed.","2281","test_login_text_elements_are_visible[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the main login-page text elements are displayed.","1930","test_login_text_elements_are_visible[webkit]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify login inputs and social login controls are available.","2777","test_login_elements_are_visible[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify validation and authentication errors for invalid login data.","2528","test_negative_login_scenarios[chromium-Numeric identifier]","tests","2026-09-24","failed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify a provisioned account can complete the login flow.","0","test_successful_login[webkit]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Verify weak password formats are rejected by the password step.","1","test_signup_rejects_invalid_password_formats[webkit-Password below minimum length]","tests","2026-09-24","skipped","2026-09-24","TestSleekFlowSignupRegression","test_sleekflow_signup","",""
"Verify the login page displays the configured validation message.","1926","test_login_rejects_negative_identifier[chromium]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginSmoke","test_sleekflow_login_smoke","",""
"Verify validation and authentication errors for invalid login data.","3499","test_negative_login_scenarios[webkit-Special character identifier]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the language selector opens and exposes English.","2182","test_login_language_dropdown_is_interactive[webkit]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
"Verify the password eye control toggles between hidden and visible text.","3754","test_login_eye_icon_toggles_password_visibility[firefox]","tests","2026-09-24","passed","2026-09-24","TestSleekFlowLoginRegression","test_sleekflow_login","",""
